Symbol,Date,Close,Volume,PreviousDayClose,PriceChange,VolumeChange,CorrelationIndicator
GOOG,2005-01-13,4.865015,275002929,4.86626,-0.0012449999999999406,-53335167,Negative Correlation
GOOG,2005-01-19,4.914081,451995865,5.078465,-0.1643839999999992,-76883101,Negative Correlation
GOOG,2005-01-20,4.829896,361413608,4.914081,-0.08418500000000062,-90582257,Negative Correlation
GOOG,2005-01-25,4.411465,427966132,4.501129,-0.089663999999999966,-135044289,Negative Correlation
GOOG,2005-01-27,4.684442,266089645,4.713333,-0.028891000000000666,-228071676,Negative Correlation
GOOG,2005-02-07,4.882449,520359150,5.089922,-0.20747299999999935,-74634705,Negative Correlation
GOOG,2005-02-11,4.667505,526606480,4.681951,-0.014445999999999515,-235547593,Negative Correlation
GOOG,2005-02-17,4.929025,418137429,4.941727,-0.012701999999999991,-245633256,Negative Correlation
GOOG,2005-02-25,4.629398,400435325,4.704616,-0.075217999999999563,-636007008,Negative Correlation
GOOG,2005-03-02,4.612212,292512314,4.63413,-0.021917999999999438,-81331713,Negative Correlation
GOOG,2005-03-04,4.630145,271979640,4.657791,-0.027645999999999837,-33505116,Negative Correlation
GOOG,2005-03-08,4.61271,323050350,4.702623,-0.089913000000000132,-24945152,Negative Correlation
GOOG,2005-03-10,4.482698,440063306,4.51682,-0.034121999999999986,-16055957,Negative Correlation
GOOG,2005-03-11,4.428401,322335682,4.482698,-0.05429700000000004,-117727624,Negative Correlation
GOOG,2005-03-16,4.373607,285317446,4.448576,-0.074969000000000285,-133129138,Negative Correlation
GOOG,2005-03-22,4.448327,226112360,4.505114,-0.056786999999999921,-74357670,Negative Correlation
GOOG,2005-03-29,4.472486,259890496,4.518563,-0.046077000000000368,-90939591,Negative Correlation
GOOG,2005-04-01,4.484192,248206866,4.495898,-0.011706000000000216,-23551949,Negative Correlation
GOOG,2005-04-08,4.783321,205431131,4.825911,-0.042589999999999684,-183710019,Negative Correlation
GOOG,2005-04-13,4.805239,263214910,4.830893,-0.0256539999999994,-30666516,Negative Correlation
GOOG,2005-04-14,4.768377,247030473,4.805239,-0.036862000000000172,-16184437,Negative Correlation
GOOG,2005-04-26,5.448328,693469588,5.567382,-0.11905400000000022,-103105020,Negative Correlation
GOOG,2005-04-28,5.465763,348613811,5.473982,-0.00821900000000042,-63517189,Negative Correlation
GOOG,2005-05-05,5.65331,301509913,5.691168,-0.037857999999999947,-183641764,Negative Correlation
GOOG,2005-05-09,5.6294,222302131,5.679213,-0.049812999999999441,-49267979,Negative Correlation
GOOG,2005-05-12,5.696648,359269602,5.760658,-0.064010000000000566,-101603412,Negative Correlation
GOOG,2005-05-26,6.455802,543895039,6.495902,-0.0400999999999998,-181128379,Negative Correlation
GOOG,2005-06-02,7.170623,721658854,7.173113,-0.0024899999999998812,-691285431,Negative Correlation
GOOG,2005-06-10,7.036127,509767599,7.131021,-0.094894000000000034,-150341412,Negative Correlation
GOOG,2005-06-14,6.932764,405189077,7.042354,-0.10958999999999985,-108858504,Negative Correlation
GOOG,2005-06-29,7.290673,734691521,7.521806,-0.23113299999999981,-29622618,Negative Correlation
GOOG,2005-07-01,7.25406,370487492,7.326289,-0.0722290000000001,-235551609,Negative Correlation
GOOG,2005-07-12,7.267261,235475323,7.306364,-0.039102999999999888,-101394633,Negative Correlation
GOOG,2005-07-18,7.460536,249242734,7.501632,-0.041095999999999577,-89558434,Negative Correlation
GOOG,2005-07-25,7.368631,387800142,7.531769,-0.163138,-551178237,Negative Correlation
GOOG,2005-07-28,7.3101,237912424,7.39553,-0.085429999999999673,-51885754,Negative Correlation
GOOG,2005-08-03,7.404745,238113174,7.451819,-0.047074000000000282,-54587844,Negative Correlation
GOOG,2005-08-08,7.25406,179943955,7.281457,-0.027396999999999672,-58534583,Negative Correlation
GOOG,2005-08-17,7.100884,155914222,7.114583,-0.013698999999999906,-129519659,Negative Correlation
GOOG,2005-08-30,7.154932,192398464,7.184321,-0.029389000000000109,-44606572,Negative Correlation
GOOG,2005-09-16,7.476974,304328438,7.537249,-0.060274999999999856,-316638407,Negative Correlation
GOOG,2005-09-27,7.819192,275954483,7.82766,-0.008467999999999698,-121304983,Negative Correlation
GOOG,2005-10-04,7.745966,367143003,7.937249,-0.19128300000000031,-642399,Negative Correlation
GOOG,2005-10-05,7.738743,334384676,7.745966,-0.0072229999999997574,-32758327,Negative Correlation
GOOG,2005-10-10,7.737249,223723439,7.79553,-0.058281000000000027,-48103631,Negative Correlation
GOOG,2005-10-14,7.375853,342041267,7.408232,-0.032378999999999714,-82251146,Negative Correlation
GOOG,2005-10-18,7.553687,284173173,7.596526,-0.042838999999999849,-19629301,Negative Correlation
GOOG,2005-10-25,8.640364,276163262,8.683701,-0.043336999999999293,-102518831,Negative Correlation
GOOG,2005-10-27,8.79354,206145800,8.852817,-0.0592769999999998,-151489700,Negative Correlation
GOOG,2005-11-08,9.7111,317084071,9.838871,-0.12777099999999919,-68013981,Negative Correlation
GOOG,2005-11-11,9.723554,283615089,9.740988,-0.017433999999999727,-82901575,Negative Correlation
GOOG,2005-11-18,9.967888,282077347,10.048585,-0.080696999999998908,-87791836,Negative Correlation
GOOG,2005-12-07,10.067764,468385066,10.075734,-0.0079700000000002547,-138894668,Negative Correlation
GOOG,2005-12-09,10.191799,306881974,10.227913,-0.036113999999999535,-50853901,Negative Correlation
GOOG,2005-12-23,10.73302,184492943,10.760666,-0.027646000000000726,-118502517,Negative Correlation
GOOG,2005-12-29,10.464526,278873383,10.627416,-0.16289000000000087,-6909802,Negative Correlation
GOOG,2006-01-19,10.870505,583671575,11.081215,-0.21071000000000062,-238827842,Negative Correlation
GOOG,2006-01-27,10.796781,339355237,10.816208,-0.019427000000000305,-179626771,Negative Correlation
GOOG,2006-02-02,9.864027,474078326,10.006991,-0.1429639999999992,-614888146,Negative Correlation
GOOG,2006-02-09,8.935757,478282024,9.192544,-0.25678699999999921,-357001131,Negative Correlation
GOOG,2006-02-14,8.550949,588357072,8.610227,-0.05927800000000083,-203311214,Negative Correlation
GOOG,2006-02-15,8.527537,519821141,8.550949,-0.023411999999998656,-68535931,Negative Correlation
GOOG,2006-02-21,9.130527,348742290,9.184325,-0.05379799999999868,-226212735,Negative Correlation
GOOG,2006-02-22,9.103129,260018976,9.130527,-0.027398000000001588,-88723314,Negative Correlation
GOOG,2006-02-24,9.399767,260344190,9.416455,-0.016687999999998482,-243601669,Negative Correlation
GOOG,2006-03-06,9.168136,358928328,9.419195,-0.2510589999999997,-121345133,Negative Correlation
GOOG,2006-03-13,8.395033,547741403,8.405992,-0.010958999999999719,-228180081,Negative Correlation
GOOG,2006-03-15,8.580339,512666424,8.746217,-0.1658779999999993,-228127886,Negative Correlation
GOOG,2006-03-16,8.437624,402169802,8.580339,-0.14271500000000081,-110496622,Negative Correlation
GOOG,2006-03-21,8.466266,394717975,8.672244,-0.205978,-23146435,Negative Correlation
GOOG,2006-03-30,9.674737,590673723,9.837626,-0.16288899999999984,-173279067,Negative Correlation
GOOG,2006-04-03,9.706119,326125835,9.713591,-0.0074719999999999231,-1140205812,Negative Correlation
GOOG,2006-04-07,10.116082,282089392,10.241114,-0.12503199999999914,-63139780,Negative Correlation
GOOG,2006-04-12,10.185572,241582128,10.203256,-0.017683999999999145,-204371172,Negative Correlation
GOOG,2006-04-18,10.068262,326724069,10.132521,-0.064258999999999844,-4894276,Negative Correlation
GOOG,2006-04-26,10.609483,292203159,10.639122,-0.029638999999999527,-91991519,Negative Correlation
GOOG,2006-04-28,10.409483,297964674,10.461538,-0.052054999999999296,-36801426,Negative Correlation
GOOG,2006-05-03,9.817452,324098263,9.833143,-0.015691000000000344,-202038462,Negative Correlation
GOOG,2006-05-10,10.036879,248415646,10.181836,-0.14495699999999978,-118578803,Negative Correlation
GOOG,2006-05-16,9.247837,260617209,9.369879,-0.12204199999999865,-84274703,Negative Correlation
GOOG,2006-05-18,9.240116,234274840,9.327538,-0.087422000000000111,-193072983,Negative Correlation
GOOG,2006-05-26,9.498149,147229793,9.538996,-0.040846999999999412,-181782822,Negative Correlation
GOOG,2006-06-05,9.326044,223173385,9.450577,-0.12453299999999956,-33240127,Negative Correlation
GOOG,2006-06-07,9.626667,357788070,9.713342,-0.08667500000000139,-54142180,Negative Correlation
GOOG,2006-06-09,9.628161,247223193,9.795783,-0.16762199999999972,-168710005,Negative Correlation
GOOG,2006-06-12,9.502881,201516513,9.628161,-0.12528000000000006,-45706680,Negative Correlation
GOOG,2006-06-16,9.731026,212979318,9.738498,-0.0074719999999999231,-59466061,Negative Correlation
GOOG,2006-06-20,9.643105,162201701,9.667265,-0.024160000000000181,-144266728,Negative Correlation
GOOG,2006-06-22,9.961412,237362370,10.015709,-0.05429700000000004,-113724676,Negative Correlation
GOOG,2006-06-26,10.067764,142580431,10.083704,-0.015939999999998733,-70808416,Negative Correlation
GOOG,2006-07-10,10.415958,178121149,10.471998,-0.056039999999999424,-64460712,Negative Correlation
GOOG,2006-07-12,10.392297,197003661,10.574365,-0.182068000000001,-42743615,Negative Correlation
GOOG,2006-07-19,9.937751,342017177,10.038623,-0.10087199999999896,-734744,Negative Correlation
GOOG,2006-07-25,9.697651,231307761,9.736007,-0.038356000000000279,-93348587,Negative Correlation
GOOG,2006-07-26,9.601511,222105397,9.697651,-0.096140000000000114,-9202364,Negative Correlation
GOOG,2006-08-04,9.311349,204571922,9.349705,-0.038356000000000279,-49456684,Negative Correlation
GOOG,2006-08-09,9.38831,173086347,9.489431,-0.10112099999999913,-57502730,Negative Correlation
GOOG,2006-08-10,9.320066,171114986,9.38831,-0.068243999999999971,-1971361,Negative Correlation
GOOG,2006-08-11,9.178098,151224711,9.320066,-0.14196800000000032,-19890275,Negative Correlation
GOOG,2006-08-17,9.608983,203969673,9.656804,-0.047820999999999,-31035896,Negative Correlation
GOOG,2006-08-18,9.548211,198830482,9.608983,-0.060772000000000048,-5139191,Negative Correlation
GOOG,2006-08-21,9.397277,161535213,9.548211,-0.15093399999999946,-37295269,Negative Correlation
GOOG,2006-08-23,9.300888,146238089,9.421934,-0.12104599999999976,-20950234,Negative Correlation
GOOG,2006-08-25,9.296654,99037832,9.30836,-0.011706000000000216,-40784299,Negative Correlation
GOOG,2006-08-31,9.427912,118839777,9.483205,-0.0552930000000007,-43542599,Negative Correlation
GOOG,2006-09-06,9.468012,149522354,9.573118,-0.10510599999999926,-14060505,Negative Correlation
GOOG,2006-09-08,9.410975,123798294,9.426916,-0.015940999999999761,-30457736,Negative Correlation
GOOG,2006-09-14,10.061786,215448538,10.126294,-0.06450800000000001,-176744006,Negative Correlation
GOOG,2006-09-20,9.887938,367283528,10.057552,-0.16961399999999927,-206575404,Negative Correlation
GOOG,2006-09-22,10.056805,186681114,10.133268,-0.076462999999998615,-242605951,Negative Correlation
GOOG,2006-09-29,10.00998,132932403,10.051823,-0.041843000000000075,-72129349,Negative Correlation
GOOG,2006-10-05,10.256805,232460064,10.353692,-0.096887000000000612,-35010738,Negative Correlation
GOOG,2006-10-11,10.622684,226260915,10.62642,-0.0037359999999999616,-166750688,Negative Correlation
GOOG,2006-10-13,10.642609,145443121,10.646096,-0.0034869999999997958,-49043139,Negative Correlation
GOOG,2006-10-24,11.788564,347706422,11.974616,-0.18605200000000011,-258738193,Negative Correlation
GOOG,2006-10-26,12.082213,282322262,12.119573,-0.037360000000001392,-86555218,Negative Correlation
GOOG,2006-10-27,11.835637,265150137,12.082213,-0.24657599999999924,-17172125,Negative Correlation
GOOG,2006-10-31,11.865276,252358369,11.869759,-0.0044830000000004588,-11149635,Negative Correlation
GOOG,2006-11-01,11.643856,217865564,11.865276,-0.22142000000000017,-34492805,Negative Correlation
GOOG,2006-11-07,11.770133,196618221,11.879224,-0.10909100000000116,-3790154,Negative Correlation
GOOG,2006-11-09,11.771627,195899538,11.830656,-0.059028999999998888,-123894653,Negative Correlation
GOOG,2006-11-20,12.330034,205748315,12.423185,-0.09315100000000065,-15517948,Negative Correlation
GOOG,2006-11-22,12.652824,180702789,12.693671,-0.040846999999999412,-157660745,Negative Correlation
GOOG,2006-11-24,12.577855,69567783,12.652824,-0.074969000000001174,-111135006,Negative Correlation
GOOG,2006-11-29,12.071005,253558852,12.191802,-0.1207969999999996,-59514241,Negative Correlation
GOOG,2006-12-11,12.053072,131025281,12.057555,-0.0044830000000004588,-28566675,Negative Correlation
GOOG,2006-12-20,11.529285,175366863,11.672,-0.14271500000000081,-89100725,Negative Correlation
GOOG,2006-12-22,11.346969,160129965,11.362411,-0.015442000000000178,-119044542,Negative Correlation
GOOG,2006-12-28,11.520817,125115211,11.657056,-0.13623900000000155,-44779217,Negative Correlation
GOOG,2006-12-29,11.469011,102751700,11.520817,-0.051805999999999131,-22363511,Negative Correlation
GOOG,2007-01-08,12.044355,190888826,12.134268,-0.08991300000000102,-85025507,Negative Correlation
GOOG,2007-01-17,12.385576,268968395,12.559922,-0.17434599999999989,-34922409,Negative Correlation
GOOG,2007-01-18,12.150208,238169384,12.385576,-0.23536800000000113,-30799011,Negative Correlation
GOOG,2007-01-23,11.931528,187319498,11.976111,-0.044582999999999373,-29662768,Negative Correlation
GOOG,2007-01-29,12.265775,191744020,12.34971,-0.083935000000000315,-28940069,Negative Correlation
GOOG,2007-02-02,11.992549,252402534,11.998776,-0.0062269999999990944,-376293172,Negative Correlation
GOOG,2007-02-07,11.706372,165409681,11.742984,-0.036611999999999867,-48264231,Negative Correlation
GOOG,2007-02-15,11.493669,162302076,11.604753,-0.11108399999999996,-66504344,Negative Correlation
GOOG,2007-02-23,11.721565,155886118,11.851826,-0.13026100000000085,-74731064,Negative Correlation
GOOG,2007-03-02,10.926046,264331078,11.163905,-0.23785900000000026,-84379092,Negative Correlation
GOOG,2007-03-07,11.348463,262343656,11.396035,-0.047571999999998837,-40133870,Negative Correlation
GOOG,2007-03-08,11.325549,215316044,11.348463,-0.0229140000000001,-47027612,Negative Correlation
GOOG,2007-03-09,11.281713,199854306,11.325549,-0.043836000000000652,-15461738,Negative Correlation
GOOG,2007-03-15,11.113095,158359353,11.158176,-0.045080999999999705,-163518619,Negative Correlation
GOOG,2007-03-20,11.09043,137372985,11.138998,-0.048568000000001277,-71314305,Negative Correlation
GOOG,2007-03-23,11.502635,165068406,11.507866,-0.0052310000000002077,-63011300,Negative Correlation
GOOG,2007-03-27,11.547218,150208917,11.581589,-0.034370999999998375,-38909297,Negative Correlation
GOOG,2007-03-29,11.47997,160137995,11.503881,-0.023911000000000016,-24214423,Negative Correlation
GOOG,2007-03-30,11.411228,135714793,11.47997,-0.0687420000000003,-24423202,Negative Correlation
GOOG,2007-04-04,11.731527,151718555,11.77088,-0.039353000000000193,-109328259,Negative Correlation
GOOG,2007-04-10,11.618949,119618686,11.66154,-0.042590999999999823,-3324414,Negative Correlation
GOOG,2007-04-17,11.775861,128885290,11.812474,-0.036612999999999118,-74992039,Negative Correlation
GOOG,2007-04-23,11.932275,227834792,12.016957,-0.084681999999999036,-260448580,Negative Correlation
GOOG,2007-04-24,11.89367,148341946,11.932275,-0.038605000000000445,-79492846,Negative Correlation
GOOG,2007-04-27,11.930531,117466650,11.984579,-0.054047999999999874,-48147796,Negative Correlation
GOOG,2007-05-02,11.601017,122967190,11.681216,-0.080198999999998577,-23909283,Negative Correlation
GOOG,2007-05-07,11.638127,121256803,11.734018,-0.095890999999999948,-37335420,Negative Correlation
GOOG,2007-05-08,11.62667,116639561,11.638127,-0.01145700000000005,-4617242,Negative Correlation
GOOG,2007-05-10,11.493669,148004686,11.687443,-0.19377399999999945,-8174526,Negative Correlation
GOOG,2007-05-17,11.730033,187122763,11.771129,-0.041095999999999577,-76027907,Negative Correlation
GOOG,2007-05-18,11.714093,148390126,11.730033,-0.015940000000000509,-38732637,Negative Correlation
GOOG,2007-06-06,12.907868,316650452,12.922563,-0.014694999999999681,-102799880,Negative Correlation
GOOG,2007-06-11,12.735763,186604829,12.839126,-0.10336299999999987,-68676455,Negative Correlation
GOOG,2007-06-14,12.524057,185540856,12.583833,-0.059775999999999385,-96873750,Negative Correlation
GOOG,2007-06-19,12.809736,174864989,12.831903,-0.02216700000000138,-19296057,Negative Correlation
GOOG,2007-06-20,12.701641,174178426,12.809736,-0.10809499999999872,-686563,Negative Correlation
GOOG,2007-06-28,13.076237,167360967,13.108118,-0.031880999999998494,-78481068,Negative Correlation
GOOG,2007-06-29,13.018703,155805818,13.076237,-0.057534000000000418,-11555149,Negative Correlation
GOOG,2007-07-06,13.434644,110291857,13.490185,-0.05554099999999984,-88165231,Negative Correlation
GOOG,2007-07-23,12.764904,255221059,12.954444,-0.18954000000000093,-458335539,Negative Correlation
GOOG,2007-07-25,12.696411,222631361,12.802015,-0.10560400000000136,-1088063,Negative Correlation
GOOG,2007-08-02,12.727544,126669014,12.775614,-0.048069999999999169,-51122905,Negative Correlation
GOOG,2007-08-13,12.839375,127648672,12.845602,-0.0062269999999990944,-108240196,Negative Correlation
GOOG,2007-08-20,12.401516,108296406,12.454318,-0.052801999999999794,-111701119,Negative Correlation
GOOG,2007-08-23,12.756934,123529289,12.770882,-0.01394800000000096,-7066388,Negative Correlation
GOOG,2007-08-27,12.783584,93352602,12.826922,-0.043338000000000321,-5926129,Negative Correlation
GOOG,2007-09-10,12.81397,129515644,12.935265,-0.12129499999999993,-17577639,Negative Correlation
GOOG,2007-09-17,13.08346,88229471,13.169388,-0.085927999999999116,-22781070,Negative Correlation
GOOG,2007-09-27,14.13452,82560301,14.150959,-0.016439000000000092,-51785379,Negative Correlation
GOOG,2007-10-03,14.545978,155761653,14.555194,-0.009216000000000335,-127997976,Negative Correlation
GOOG,2007-10-04,14.421694,119915795,14.545978,-0.12428399999999939,-35845858,Negative Correlation
GOOG,2007-10-16,15.342493,241915372,15.444859,-0.10236599999999996,-36877711,Negative Correlation
GOOG,2007-10-25,16.650339,232688918,16.832409,-0.18206999999999951,-64589192,Negative Correlation
GOOG,2007-11-01,17.514601,262066622,17.608997,-0.0943959999999997,-14036415,Negative Correlation
GOOG,2007-11-07,18.255075,332180444,18.475498,-0.22042300000000026,-6536409,Negative Correlation
GOOG,2007-11-09,16.537264,457231416,17.281225,-0.74396099999999876,-205732255,Negative Correlation
GOOG,2007-11-12,15.742742,410625377,16.537264,-0.79452200000000062,-46606039,Negative Correlation
GOOG,2007-11-14,15.982095,325001637,16.452084,-0.469989,-14080580,Negative Correlation
GOOG,2007-11-15,15.682468,279752666,15.982095,-0.2996269999999992,-45248971,Negative Correlation
GOOG,2007-11-19,15.587823,221924722,15.781597,-0.19377399999999945,-141143063,Negative Correlation
GOOG,2007-12-03,16.974625,173652461,17.260303,-0.28567800000000076,-143351310,Negative Correlation
GOOG,2007-12-07,17.805012,154661545,17.814726,-0.00971399999999889,-42434460,Negative Correlation
GOOG,2007-12-13,17.286455,202387766,17.418461,-0.13200600000000051,-44899667,Negative Correlation
GOOG,2007-12-14,17.184587,147490767,17.286455,-0.10186799999999963,-54896999,Negative Correlation
GOOG,2007-12-31,17.222446,95404263,17.497663,-0.27521699999999782,-7487962,Negative Correlation
GOOG,2008-01-08,15.733029,214364490,16.170637,-0.43760799999999911,-42731571,Negative Correlation
GOOG,2008-01-10,16.107874,254317685,16.26902,-0.16114600000000223,-16280797,Negative Correlation
GOOG,2008-01-11,15.896665,199826201,16.107874,-0.21120899999999843,-54491484,Negative Correlation
GOOG,2008-01-17,14.963663,329903943,15.341247,-0.37758399999999881,-94079316,Negative Correlation
GOOG,2008-01-25,14.107123,279684411,14.308618,-0.20149499999999954,-97761064,Negative Correlation
GOOG,2008-01-28,13.847596,233540097,14.107123,-0.25952700000000029,-46144314,Negative Correlation
GOOG,2008-02-04,12.339499,528256642,12.849338,-0.50983899999999949,-178402198,Negative Correlation
GOOG,2008-02-06,12.495912,306600924,12.622687,-0.1267750000000003,-143210785,Negative Correlation
GOOG,2008-02-14,13.256561,260039050,13.31559,-0.059029000000000664,-5942190,Negative Correlation
GOOG,2008-02-15,13.191555,210389647,13.256561,-0.065006000000000341,-49649403,Negative Correlation
GOOG,2008-02-21,12.524555,227963272,12.677482,-0.15292700000000004,-39523590,Negative Correlation
GOOG,2008-03-03,11.382834,303312645,11.735512,-0.35267799999999916,-75116504,Negative Correlation
GOOG,2008-03-10,10.301886,320701579,10.793294,-0.49140799999999984,-3380625,Negative Correlation
GOOG,2008-03-14,10.907117,263961699,11.033892,-0.1267750000000003,-46260749,Negative Correlation
GOOG,2008-03-19,10.75967,248086416,10.938002,-0.17833199999999927,-42486656,Negative Correlation
GOOG,2008-03-25,11.227417,234138331,11.471004,-0.24358699999999978,-37415719,Negative Correlation
GOOG,2008-03-28,10.911103,175704123,11.060542,-0.14943899999999921,-58458298,Negative Correlation
GOOG,2008-04-02,11.599024,240859429,11.599273,-0.00024900000000016576,-3778108,Negative Correlation
GOOG,2008-04-08,11.651577,182561731,11.875986,-0.22440899999999964,-56069377,Negative Correlation
GOOG,2008-04-11,11.393544,167413162,11.683208,-0.28966400000000014,-36243342,Negative Correlation
GOOG,2008-04-14,11.249335,154280120,11.393544,-0.14420900000000003,-13133042,Negative Correlation
GOOG,2008-04-21,13.394544,298703433,13.434893,-0.040349000000000856,-433454627,Negative Correlation
GOOG,2008-04-23,13.611232,197597880,13.823187,-0.21195500000000145,-121132338,Negative Correlation
GOOG,2008-04-24,13.525304,166023975,13.611232,-0.085927999999999116,-31573905,Negative Correlation
GOOG,2008-05-06,14.60426,185866070,14.816962,-0.21270200000000017,-66315639,Negative Correlation
GOOG,2008-05-09,14.276488,180068420,14.520822,-0.24433400000000027,-25615655,Negative Correlation
GOOG,2008-05-14,14.353699,175688063,14.520573,-0.16687399999999997,-31626100,Negative Correlation
GOOG,2008-05-16,14.447597,171604815,14.47076,-0.023163000000000267,-2754285,Negative Correlation
GOOG,2008-05-22,13.685204,203813089,13.698405,-0.013200999999998686,-55880672,Negative Correlation
GOOG,2008-05-23,13.564656,177924414,13.685204,-0.12054800000000121,-25888675,Negative Correlation
GOOG,2008-06-10,13.802515,146844353,13.894669,-0.092154000000000735,-65480521,Negative Correlation
GOOG,2008-06-17,14.183337,139035192,14.266775,-0.083438000000001011,-3207979,Negative Correlation
GOOG,2008-06-18,14.006998,135754943,14.183337,-0.17633900000000047,-3280249,Negative Correlation
GOOG,2008-06-23,13.579351,145981130,13.609737,-0.030386000000000024,-94239915,Negative Correlation
GOOG,2008-06-27,13.152451,218716743,13.171131,-0.018680000000001584,-8511785,Negative Correlation
GOOG,2008-06-30,13.111355,151176531,13.152451,-0.041095999999999577,-67540212,Negative Correlation
GOOG,2008-07-02,13.126798,169553154,13.31833,-0.1915319999999987,-29586483,Negative Correlation
GOOG,2008-07-09,13.488193,166782808,13.811481,-0.3232879999999998,-31252706,Negative Correlation
GOOG,2008-07-14,12.991804,177655409,13.295166,-0.30336199999999991,-22347451,Negative Correlation
GOOG,2008-07-21,11.676235,236944811,11.988066,-0.31183099999999975,-216444256,Negative Correlation
GOOG,2008-07-24,11.846098,142166886,12.184828,-0.33873,-54330886,Negative Correlation
GOOG,2008-07-28,11.883458,126873778,12.253571,-0.37011300000000169,-943524,Negative Correlation
GOOG,2008-07-31,11.799522,115033564,12.022437,-0.22291500000000042,-25117796,Negative Correlation
GOOG,2008-08-04,11.531776,99852875,11.652822,-0.12104599999999976,-20914099,Negative Correlation
GOOG,2008-08-07,11.933271,111367875,12.113097,-0.17982600000000026,-24170258,Negative Correlation
GOOG,2008-08-18,12.410981,133855851,12.706124,-0.29514300000000127,-8503755,Negative Correlation
GOOG,2008-08-19,12.216709,122316761,12.410981,-0.19427199999999978,-11539090,Negative Correlation
GOOG,2008-08-25,12.030158,80874004,12.21895,-0.1887919999999994,-11358415,Negative Correlation
GOOG,2008-09-03,11.566894,173230887,11.587816,-0.020922000000000551,-72145409,Negative Correlation
GOOG,2008-09-05,11.064777,182051827,11.214465,-0.14968800000000115,-12615108,Negative Correlation
GOOG,2008-09-09,10.427415,290267933,10.459545,-0.032130000000000436,-71800119,Negative Correlation
GOOG,2008-09-10,10.315336,250005583,10.427415,-0.1120789999999996,-40262350,Negative Correlation
GOOG,2008-09-22,10.713344,176952786,11.186819,-0.47347500000000053,-224787412,Negative Correlation
GOOG,2008-10-02,9.725795,240293315,10.254563,-0.52876799999999946,-10033467,Negative Correlation
GOOG,2008-10-07,8.617948,443833384,9.245595,-0.62764699999999962,-6672919,Negative Correlation
GOOG,2008-10-09,8.193788,324210683,8.421185,-0.22739699999999985,-150618447,Negative Correlation
GOOG,2008-10-14,9.033889,312559174,9.489929,-0.45603999999999978,-44996026,Negative Correlation
GOOG,2008-10-15,8.447586,269863738,9.033889,-0.58630300000000091,-42695436,Negative Correlation
GOOG,2008-10-21,9.034885,232146894,9.447588,-0.41270300000000049,-39001642,Negative Correlation
GOOG,2008-10-23,8.775109,260127380,8.858546,-0.083436999999999983,-3256160,Negative Correlation
GOOG,2008-10-27,8.20649,248957670,8.450575,-0.24408500000000011,-46505664,Negative Correlation
GOOG,2008-10-31,8.950452,298044974,8.958671,-0.00821900000000042,-22708800,Negative Correlation
GOOG,2008-11-03,8.629903,239072757,8.950452,-0.32054899999999975,-58972217,Negative Correlation
GOOG,2008-11-05,8.52405,278901487,9.139244,-0.61519399999999891,-16196482,Negative Correlation
GOOG,2008-11-07,8.247586,187953866,8.249579,-0.0019930000000005776,-156323752,Negative Correlation
